StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,C2,C3_First Click,C3_Last Click,C3_Page Submit,C3_Click Count,D1_1,W2T_First Click,W2T_Last Click,W2T_Page Submit,W2T_Click Count,W2_1,W2_2,W2_3,W2_4,W2_5,W2_6,W2_7,W2_8,W2_9,W2_10,W2_11,W2_12,W2_13,W2_14,W2_15,W2_16,W2_17,W2_18,W2_19,W2_20,W3T_First Click,W3T_Last Click,W3T_Page Submit,W3T_Click Count,W3_1,W3_2,W3_3,W3_4,W3_5,W3_6,W3_7,W3_8,W3_9,W3_10,W3_11,W3_12,W3_13,W3_14,W3_15,W3_16,W3_17,W3_18,W3_19,W3_20,W4T_First Click,W4T_Last Click,W4T_Page Submit,W4T_Click Count,W4_1,W4_2,W4_3,W4_4,W4_5,W4_6,W4_7,W4_8,W4_9,W4_10,W4_11,W4_12,W4_13,W4_14,W4_15,W4_16,W4_17,W4_18,W4_19,W4_20,W5T_First Click,W5T_Last Click,W5T_Page Submit,W5T_Click Count,W5_1,W5_2,W5_3,W5_4,W5_5,W5_6,W5_7,W5_8,W5_9,W5_10,W5_11,W5_12,W5_13,W5_14,W5_15,W5_16,W5_17,W5_18,W5_19,W5_20,W6T_First Click,W6T_Last Click,W6T_Page Submit,W6T_Click Count,W6_1,W6_2,W6_3,W6_4,W6_5,W6_6,W6_7,W6_8,W6_9,W6_10,W6_11,W6_12,W6_13,W6_14,W6_15,W6_16,W6_17,W6_18,W6_19,W6_20,P1,P2,P2_5_TEXT,P3,P4,D2,D3_1,D4_1,D5,D5_2_TEXT,D6,D6_11_TEXT,D7,D7_17_TEXT,D8,D9,D9_6_TEXT,D10,C7,MTurkCode
2/25/17 15:47,2/25/17 15:59,IP Address,68.58.170.204,100,718,TRUE,2/25/17 15:59,R_1mm7L3THPCrFLE8,,,,,42.91960144,-83.64959717,anonymous,I understand and agree to proceed,,,,,1985,2.349,2.349,120.604,1,big,broken,corrupt,massive,inefficient,coerced,regulations,assistance,policies,status,action,restrictions,advisories,,,,,,,,2.491,2.491,120.623,1,liberty,patriotism,wholesome,honest,truthful,entrepreneurial,spirit,corporations,unions,profit,kindness,charity,tenacious,bold,arrogance,confidence,,,,,2.253,2.253,120.637,1,sellout,Perez,complicated,corporate,foolish,reprobate,corrupt,broken,complex,democratic,progressive,regressive,,,,,,,,,4.272,4.272,120.696,1,conservative,Christian,close-minded,bigot,doubter,unreasonable,corrupt,willfully ignorant,skeptic,sellout,bought,,,,,,,,,,2.034,2.034,120.627,1,safety net,charity,handout,socialist,comprehensive,complicated,intimidating,humiliating,,,,,,,,,,,,,1. Extremely liberal,Democrat,,7. Government should provide many more services,3,Female,Michigan,Michigan,English,,Agnostic,,Associate degree in college -- Academic program,,No,White,,Both parents born in the U.S.,"Yes, I agree",88
2/25/17 15:49,2/25/17 16:02,IP Address,69.121.149.61,100,761,TRUE,2/25/17 16:02,R_1nU84FFORZaNxZE,,,,,41.03419495,-74.51730347,anonymous,I understand and agree to proceed,,,,,1980,9.036,102.005,120.878,3,corrupt,state,country,president,vice president,senate,legislators,administrators,control,governor,laws,congress,white house,Washington dc,history,supreme court,taxes,,,,2.981,48.704,120.937,4,positive,changing,good,equality,goals,action,work,help,beliefs,independence,constitution,open,honest,,,,,,,,2.426,98.83,120.952,5,politics,office,president,senator,governor,left,liberal,politician,white house,vice president,,,,,,,,,,,2.963,87.246,120.798,4,president,vice president,conservative,right,elephant,government,governor,senate,house,GOP,good,white house,leader,politics,politician,office,,,,,4.07,118.78,120.761,4,poor,public assistance,money,care,help,financial,support,benefit,social security,tax,needy,food stamps,rental assistance,section 8,,,,,,,6. Conservative,Republican,,4,3,Female,New Jersey,New Jersey,English,,Protestant,,Some college but no degree,,No,White,,Both parents born in the U.S.,"Yes, I agree",12
2/25/17 15:51,2/25/17 16:04,IP Address,108.75.51.117,100,802,TRUE,2/25/17 16:04,R_oYPSzAjdsZDHDbj,,,,,33.29060364,-87.0943985,anonymous,I understand and agree to proceed,,,,,1972,4.869,4.869,120.517,1,USA,Democracy,People,Strength,Vote,Speak,Voice,Rule,Law,Supreme Court,Presidency,Congress,,,,,,,,,2.644,2.644,120.508,1,Family,Economy,Education,Wealth,Hard-work,Determination,Stick-to-it-tive-ness,Focus,Society,Self-preservation,Saving,Job security,,,,,,,,,2.295,2.295,120.511,1,Liberal,Left,Socialist,Welfare,Weak,Pelosi,Healthcare,Non-military,Spenders,,,,,,,,,,,,2.493,2.493,120.556,1,Strong,Conservative,Government-centered,President,Senate,House,Pro-family,Pro-government,Pro-military,,,,,,,,,,,,2.417,2.417,120.523,1,Socialist,Harm,crutch,self-serving,out of date,never ending,out-lived its usefulness,irrelevant,useless,unhelpful,,,,,,,,,,,6. Conservative,Independent,,1. Government should provide many fewer services,7. Government should let each person get ahead on their own,Female,Alabama,Alabama,English,,Catholic,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",,No,White,,Both parents born in the U.S.,"Yes, I agree",23
2/25/17 15:58,2/25/17 16:12,IP Address,47.201.203.187,100,792,TRUE,2/25/17 16:12,R_5nZTYOcTvK57nm9,,,,,28.3578949,-82.61730194,anonymous,I understand and agree to proceed,,,,,1957,3.985,3.985,120.5,1,lie,laws,taxes,judges,to many holidays,fancy office,white house,welfare,food stamps,IRS,wars,,,,,,,,,,3.168,108.049,120.506,4,family ,working class,school,helping others,pay taxes,respect others,,,,,,,,,,,,,,,0.162,119.628,120.486,6,no taxes,Clinton,handouts,raise in food stamps,war,trouble,,,,,,,,,,,,,,,5.81,43.567,120.482,4,raise taxes,for the rich,jobs,Trump,not for the little guy,cuts in welfare,job lay offs,,,,,,,,,,,,,,3.096,117.634,120.485,3,lazy,poor,no job,children,drugs,disabled,black,cheats,no value,low class,uneducated,women,,,,,,,,,4. Moderate; middle of the road,Independent,,4,3,Female,Florida,Ohio,English,,Other (please specify),christain,Associate degree in college -- Academic program,,No,White,,Both parents born in the U.S.,"Yes, I agree",43
2/25/17 16:13,2/25/17 16:27,IP Address,50.108.48.115,100,866,TRUE,2/25/17 16:27,R_bPFde65SUHGDDvH,,,,,44.98669434,-84.63929749,anonymous,I understand and agree to proceed,,,,,1965,0.593,79.572,121.026,8,evil,big brother,over reaching,too nosy,too conservative,too ,,,,,,,,,,,,,,,3.072,116.325,120.918,6,liberal,free speech,democracy,community,just me,guns,free,,,,,,,,,,,,,,2.931,97.773,120.926,9,sympathetic,kind,liberal,worldly,charitable,nice,concerned,,,,,,,,,,,,,,3.416,114.952,120.963,12,horrible,mean,conservative,controlling,anti abortion,fat cats,guy network,misogynist,,,,,,,,,,,,,3.509,120.237,120.99,19,necessary,kind,charity,money,unfortunate,unemployed,handicap,downtrodden,,,,,,,,,,,,,4. Moderate; middle of the road,Independent,,6,2,Female,Michigan,Michigan,English,,Agnostic,,High school graduate - high school diploma or equivalent (for example: GED),,No,White,,Both parents born in the U.S.,"Yes, I agree",11
2/25/17 16:16,2/25/17 16:29,IP Address,68.63.115.4,100,775,TRUE,2/25/17 16:29,R_3lFXCptIprFlGjw,,,,,33.33230591,-87.47409821,anonymous,I understand and agree to proceed,,,,,1946,3.108,110.363,120.802,7,big,overhaul,protect,secure,controlling,secretive,wasteful,disorganized,,,,,,,,,,,,,3.407,3.407,120.76,1,morals,freedom,pride,kindness,helpful,industrious,successful,educated,resourceful,goodness,dependable,energetic,,,,,,,,,2.683,2.683,120.796,1,sneaky,dishonest,immoral,unkind,unrealistic,uncaring,cold,indifferent,heartless,selfish,cold,heartless,talk,,,,,,,,3.652,120.509,120.822,10,conservative,dedicated,safety,protection,valuable,good,serious,sophisticated ,intelligent,workers,,,,,,,,,,,0.547,87.473,120.784,5,free,give,help,poor,lazy,sneaky,dishonest,unfair,,,,,,,,,,,,,7. Extremely conservative,Republican,,1. Government should provide many fewer services,7. Government should let each person get ahead on their own,Female,Alabama,Alabama,English,,Protestant,,"Bachelor's degree (For example: BA, AB, BS)",,Yes,White,,Both parents born in the U.S.,"Yes, I agree",12
2/25/17 16:33,2/25/17 16:44,IP Address,71.94.199.52,100,709,TRUE,2/25/17 16:45,R_us8Bbqa6YZNsJoZ,,,,,39.64120483,-119.6940002,anonymous,I understand and agree to proceed,,,,,1973,1.539,1.539,120.475,1,USA,democracy,laws,legislation,congress,governor,legislature,senator,congressman,amendment,bills,executive,judicial,legislative,republic,,,,,,2.347,2.347,120.494,1,freedom,opportunities,equality,happiness,diplomacy,democracy,republic,protection,,,,,,,,,,,,,4.861,4.861,120.468,1,liberal,left,donkey,blue,,,,,,,,,,,,,,,,,1.994,1.994,120.429,1,conservative,president,congress,elephant,,,,,,,,,,,,,,,,,1.998,80.383,120.494,4,poor,poverty,low income,subsidized,government-funded,,,,,,,,,,,,,,,,6. Conservative,Republican,,3,5,Female,Nevada,Nevada,English,,Protestant,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",17
2/25/17 16:29,2/25/17 16:49,IP Address,72.251.70.246,100,1197,TRUE,2/25/17 16:49,R_237wmBXfAgRyTIf,,,,,38.65820313,-77.24970245,anonymous,I understand and agree to proceed,,,,,1946,3.127,119.899,120.913,17,safe,people,standards,environment,land,treasury,laws,enforcement,justice,health,welfare,military,weapons,drugs,,,,,,,4.627,114.14,120.818,14,PEACE,IMMIGRANTS,WORKERS,MOTHERS,PIE,FLAG,DISSENT,DEMONSTRATION,ASSEMBLY,FREEDOM,DISCRIMINATION,FEAR,DEMOCRACY,,,,,,,,0.467,115.785,120.796,14,PEOPLE,FREEDOM,PROGRESSIVE,LIFE,LIBERTY,HAPPINESS,JOBS,SAFETY,ECONOMY,HEALTH,ENVIRONMENT,,,,,,,,,,3.21,86.786,120.858,8,party,religion,elderly,restrictions,war,depression,failure,oppression,,,,,,,,,,,,,2.999,107.995,120.834,13,safety,HEALTH,SHELTER,CHILDREN,INCOME,SHARING,SOCIETY,CLOTHES,FOOD,MEDICINE,STIGMA,FAILURE,,,,,,,,,2. Liberal,Democrat,,7. Government should provide many more services,3,Male,Massachusetts,Michigan,English,,Protestant,,"Bachelor's degree (For example: BA, AB, BS)",,No,Black or African American,,Both parents born in the U.S.,"Yes, I agree",93
2/25/17 16:46,2/25/17 16:58,IP Address,75.143.221.92,100,753,TRUE,2/25/17 16:58,R_3fjIgfPnKyECnFa,,,,,47.2993927,-111.344101,anonymous,I understand and agree to proceed,,,,,1971,3.415,102.338,120.524,13,necessary,local,state,federal,large,cumbersome,promotes fairness,provides services,red tape,divided,fighting between parties,democracy,,,,,,,,,3.029,98.986,120.503,13,liberty,freedom,right to speech,opportunity,hard work,individuality,democracy,equality,pursuit of happiness,freedom of religion,involvement,caring,generosity,,,,,,,,3.212,109.969,120.497,9,liberal,caring,pro-education,environmental,pro-choice,equality,spends money,pro gun control,,,,,,,,,,,,,2.948,115.548,120.503,11,conservative,balanced budget,military spending,pro-life,pro-business,wants less government,local control,accountability,2nd Amendment,religious right,,,,,,,,,,,3.259,114.443,120.499,10,overused,safety net,lifelong recipients,expensive,necessary for some,taken advantage of,costly,enabling,,,,,,,,,,,,,3. Slightly liberal,Independent,,3,4,Female,Montana,Montana,English,,Protestant,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",,No,White,,Both parents born in the U.S.,"Yes, I agree",83
2/25/17 17:00,2/25/17 17:14,IP Address,104.173.120.93,100,852,TRUE,2/25/17 17:14,R_2wv0B4ZEY1QVqCl,,,,,34.04620361,-117.6741943,anonymous,I understand and agree to proceed,,,,,1993,2.837,111.673,120.488,5,liars,alternative facts,disputes the facts,denies climate change ,does nothing about radio active spills,oil hungry `,power hungry ,pro environmental hazards,Social Media,,,,,,,,,,,,2.248,76.408,120.477,3,home ,safety,welcoming,mixing pot,education,environment,better life,longer life ,better working conditions,dreams come true,hard work ,accepting,proud,,,,,,,,2.207,37.298,120.484,3,liberal ,helpers ,nice ,black lives matter,lgbtq supporters,Lady Gaga ,Bernie Sanders ,Obama,Michelle,Tax the 1%,fighters,protesters,well informed ,educated,environmental activist,animal rights,human rights ,pro immigration,,,2.981,107.157,120.498,8,Trump,KKK,Anti-immigration,Anti-black,Anti-Black lives Matter,Blue lives matter,anti protest,racist ,red necks,rowdy ,insensitive,conservatives,,,,,,,,,2.913,49.38,120.501,3,needed,over used ,drug tested,proof of employment ,actively looking for employment,single mothers ,single families ,foster kids,struggle,shame ,uninformed,,,,,,,,,,4. Moderate; middle of the road,Independent,,7. Government should provide many more services,5,Female,California,California,English,,Agnostic,,Some college but no degree,,Yes,Other (please specify),Mexican,Both parents born in another country,"Yes, I agree",39
2/25/17 17:01,2/25/17 17:14,IP Address,174.100.248.92,100,804,TRUE,2/25/17 17:14,R_2ztG848yLk0SzXD,,,,,42.05769348,-80.04340363,anonymous,I understand and agree to proceed,,,,,1972,3.203,3.203,120.544,1,coequal branches,Washington,federalism,regulation,surveillance,constituents,rule of law,Congress,state houses,State of the Union,judges,Supreme Court,Trump,Senate,advise and consent,,,,,,3.48,114.615,120.606,2,freedom,dissent,science,education,diversity,social equality,legal equality,elections,democracy,minority rights,Bill of Rights,independent judiciary,free press,freedom of religion,entrepreneurship,freedom of mobility,civic participation,optimism,generosity,paranoia,2.913,2.913,120.56,1,progressive,caring,economic justice,social justice,establishment,corrupt,well-intentioned,education,Social Security,Medicare,Medicaid,constitutional rights,immigrants' rights,immigrants' interests,technocratic,meritocratic,big tent,pro-choice,skeptical ,,2.842,2.842,120.557,1,Trump,Congress,gerrymandering,governorships,cruelty,austerity,defense spending,bellicosity,exceptionalism,tax cuts,deregulation,school vouchers,fake news,epistemic closure,global warming,,,,,,3.101,120.149,120.565,2,benefits,poverty,African-Americans,Appalachia,Congress,SNAP,AFDC,mothers,immigration,reform,President Clinton,Great Recession,unemployment,housing,health,,,,,,2. Liberal,Democrat,,5,2,Male,Pennsylvania,Massachusetts,English,,Atheist,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",81
2/25/17 17:14,2/25/17 17:26,IP Address,24.192.69.61,100,711,TRUE,2/25/17 17:26,R_Q5JD5omTPDT5iut,,,,,40.16969299,-82.92299652,anonymous,I understand and agree to proceed,,,,,1975,3.732,120.004,120.491,20,president,policy,D.C.,capitol,rules,law,leader,suit,elections,slow,job,institution,local,state,national,federal,,,,,3.631,120.023,120.496,17,life,liberty,health,wealth,understanding,education,freedom,openness,fairness,giving,hopeful,safety,peace,empathy,sympathy,reform,,,,,3.517,118.835,120.5,17,left,taxes,woman,liberal,open,urban,man,young,old,party,powerless,giving,,,,,,,,,2.912,88.486,120.501,9,right,conservative,anti-abortion,education,trump,religion,values,intolerance,,,,,,,,,,,,,2.307,103.584,120.501,18,poor,needy,money,food stamps,help,urban,rural,government,need,taxes,system,cheese,aid,young,old,disadvantaged,child,family,,,4. Moderate; middle of the road,Independent,,4,4,Female,Ohio,Ohio,English,,Catholic,,"Bachelor's degree (For example: BA, AB, BS)",,Yes,White,,Both parents born in the U.S.,"Yes, I agree",86
2/25/17 17:31,2/25/17 17:42,IP Address,76.3.152.127,100,706,TRUE,2/25/17 17:42,R_V3jsw3QEIJsab9D,,,,,36.12010193,-115.0876999,anonymous,I understand and agree to proceed,,,,,1987,0,0,120.464,0,crooks,politicians,inefficient,petty,inconsistent,,,,,,,,,,,,,,,,4.867,4.867,120.461,1,inconsistent,truth,justice,unattainable,,,,,,,,,,,,,,,,,2.341,92.566,120.459,3,liberal,crook,politician,socialist,left,beneficial,,,,,,,,,,,,,,,2.928,27.357,120.46,3,right,crook,politician,racism,sexism,misogyny ,KKK,far right,alt-right,alternative news,"""alternative""",vocal,insulting,anti-vaccine,anti-education,anti-science,pro-military,anti-military funding,against taxes,big business,1.692,1.692,120.45,1,poor,cheap,taxpayer money,inefficient,uneducated,unbeneficial,stigma,,,,,,,,,,,,,,4. Moderate; middle of the road,Republican,,7. Government should provide many more services,5,Male,Nevada,California,English,,Atheist,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",82
2/25/17 17:41,2/25/17 17:53,IP Address,173.217.96.226,100,696,TRUE,2/25/17 17:53,R_2zVgXq2rdJXB8W4,,,,,30.13459778,-93.27300262,anonymous,I understand and agree to proceed,,,,,1985,11.089,62.549,122.955,3,free,free enterprise,politics,democracy,,,,,,,,,,,,,,,,,8.088,8.512,122.967,2,free,patriots,democracy,working,hard work,,,,,,,,,,,,,,,,1.222,70.638,121.044,3,liberal,libertarian,politician,debate,politics,government,senate,senator,,,,,,,,,,,,,49.673,105.182,122.951,3,conservative,politician,money,free enterprise,Representatives,,,,,,,,,,,,,,,,19.321,108.038,122.961,5,social,assistance,liberal,democrats,,,,,,,,,,,,,,,,,4. Moderate; middle of the road,Independent,,4,1. Government should see to jobs and standard of living,Female,Louisiana,Louisiana,English,,Agnostic,,Associate degree in college - Occupational/vocational program,,No,White,,Both parents born in the U.S.,"Yes, I agree",27
2/25/17 17:47,2/25/17 17:59,IP Address,162.195.226.56,100,749,TRUE,2/25/17 17:59,R_1DIKnNf1bAG5Eyu,,,,,37.645401,-95.46299744,anonymous,I understand and agree to proceed,,,,,1961,2.829,106.917,120.475,17,idiot,stupid,overbearing,lazy,greedy,corrupt,lawless,uncaring,overreaching,totalitarian,sluggish,stupid,hypocrite,war,slow,foolish,,,,,2.72,97.735,120.476,13,tradition,brave,giving,patriotic,sincere,eager,steadfast,freedom,worthy,honesty,laws,family,,,,,,,,,1.706,109.521,120.465,18,untrustworthy,left,idiot,insincere,abortion,immigrants,crime,criminal,dishonest,liberal,fool,selfish,immoral,sick,protestor,,,,,,2.134,120.317,120.473,13,politician,leader,right,senator,president,office,election,governor,stanch,steadfast,conservative,legislate,,,,,,,,,2.992,101.943,120.471,13,poor,jobless,unlucky,hungry,needy,alone,without,poverty,money,homeless,without,,,,,,,,,,4. Moderate; middle of the road,Independent,,2,6,Male,Kansas,Texas,English,,Catholic,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",,No,White,,Both parents born in the U.S.,"Yes, I agree",89
2/25/17 17:49,2/25/17 18:01,IP Address,70.127.243.79,100,741,TRUE,2/25/17 18:01,R_0k2HxY0AxoPGzUl,,,,,27.87150574,-82.65419769,anonymous,I understand and agree to proceed,,,,,1992,2.544,118.379,120.482,18,Law,Politics,POTUS,Congress,Police,Officer,Jail,Court,Army,Handcuffs,Judge,Paperwork,,,,,,,,,1.679,120.396,120.478,21,Freedom,Stupidity,Eagle,White picket fence,Army,Power,Selfish,Food,Children,,,,,,,,,,,,1.948,119.002,120.487,17,Blue,Liberal,Obama,Party,Government,Pro-abortion,,,,,,,,,,,,,,,1.661,112.507,120.479,17,Ew,Conservative,Trump,Red,Anti-abortion,Bigots,Narrow-minded,White,Old,Men,Money,,,,,,,,,,0.079,63.088,120.475,19,Money,Poor,Food stamps,Sad,Disliked,Unfortunate,Unavoidable,Government,,,,,,,,,,,,,1. Extremely liberal,Independent,,Haven't thought much about this,Haven't thought much about this,Female,Florida,Colorado,English,,Atheist,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",48
2/25/17 17:52,2/25/17 18:04,IP Address,69.161.53.205,100,729,TRUE,2/25/17 18:04,R_3QKwYdUSByQX0Az,,,,,40.8598938,-90.20179749,anonymous,I understand and agree to proceed,,,,,1984,3.162,3.162,120.722,1,laws,corrupt,too big,politicians,executive,judges,president,supreme court,legislative,taxes,rules,senate,house,politics,drama,country,,,,,2.963,54.67,120.787,2,traditional,working,hope,dreams,aspirations,jobs,hard work,family,gardens,farmers,love,happy,traditions,America,military,contentment,pride,,,,2.689,2.689,120.675,1,selfish,mean,racist,liberal,green,red,lawyers,politicians,unions,poor,college,California,cities,high crime,,,,,,,1.889,1.889,120.709,1,traditional,hardworking,small government,employed,independent,pride,American,farmer,worker,family,values,less taxes,fair,undramatic,,,,,,,2.2,2.2,120.662,1,straightjacket,poor,unemployment,food stamps,sad,urban,food,unfair,unprideful,untraditional,taxes,,,,,,,,,,7. Extremely conservative,Republican,,1. Government should provide many fewer services,7. Government should let each person get ahead on their own,Female,Illinois,Illinois,English,,Protestant,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",28
2/25/17 17:58,2/25/17 18:09,IP Address,71.68.13.124,100,691,TRUE,2/25/17 18:09,R_11WUrPF9K3XsL7H,,,,,35.20620728,-81.13839722,anonymous,I understand and agree to proceed,,,,,1978,2.376,2.376,120.534,1,big,dishonest,lazy,wasteful,ridiculous,greedy,selfish,useless,stupid,rich people,lobbyists,,,,,,,,,,1.72,1.72,120.53,1,honesty,loyalty,pride,patriotism,love,integrity,solidarity,hard working,greatest generation,solid,good,friendly,the American dream,grace,,,,,,,2.57,2.57,120.529,1,liberal,pro murder,entitlement,socialism,everything is free,snowflakes,tree huggers,hippies,left,lazy,irresponsible,dishonest,over spenders,,,,,,,,2.155,2.155,120.504,1,rich,conservative,pro-life,smart,less government,spendthrifts,right,old school,close minded,,,,,,,,,,,,2.587,2.587,120.53,1,helpful,wasteful,too easy to get,fraud,food stamps,unemployed,cheese,first of the month,feeding babies,healthcare,,,,,,,,,,,5. Slightly conservative,Republican,,1. Government should provide many fewer services,7. Government should let each person get ahead on their own,Female,North Carolina,West Virginia,English,,Spiritual but not religious,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",47
2/25/17 18:02,2/25/17 18:14,IP Address,74.202.99.106,100,709,TRUE,2/25/17 18:14,R_Aicj3DJFbwctY5j,,,,,38.22169495,-85.68000031,anonymous,I understand and agree to proceed,,,,,1979,20.292,20.292,121.987,1,USA,Political,Healthcare,Education,Foreign policy,Terrorism,CIA,FBI,FDA,Presidents,Congress,Senate,Control ,Branches,,,,,,,1.553,95.522,121.131,2,Equality,Freedom,Constitution,Free speech,Freedom of the press,Fair,Healthcare,Family,Compassion,Kindness,Diversity,Foreign policy,Leadership,Education,Empathy,,,,,,2.505,81.69,120.719,3,Liberal,Pro-choice,Empathy,Pro-immigrant,Help others,Government,Political party,Healthcare,Equality,Truth,Facts,Bill Clinton,Hillary Clinton,Bernie Sanders,Hope,Change,Obama,Gay marriage,Intelligent,Educated,1.786,1.786,120.431,1,Conservative,Donald Trump,GOP,Anti-choice,Arrogant,White men,Upper class,Working class,Glass ceiling,Ronald Reagan,George W. Bush,Political party,Tea party,George H. Bush,Anti-immigrants,Bigots,Prejudice,,,,4.316,4.316,122.016,1,Needy,Lower class,Poor,Government,Assistance,Abused,Children,Urban,Rural,Food stamps,Underpaid,Unemployed,Bad luck,,,,,,,,2. Liberal,Democrat,,5,3,Female,Kentucky,Indiana,English,,Agnostic,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",48
2/25/17 18:01,2/25/17 18:14,IP Address,97.87.102.203,100,788,TRUE,2/25/17 18:14,R_2xRT3mxl8E1wmgE,,,,,37.33700562,-89.5911026,anonymous,I understand and agree to proceed,,,,,1949,3.88,119.554,120.941,13,New,Help,Strong,Political,Supreme court,President,Congress,Rule,Vote,Control,Good,Bad,,,,,,,,,3.422,92.298,120.905,9,Good,Religion,Manners,Help,Welcome,Open,Serve,Work,Family,,,,,,,,,,,,3.607,114.711,121.019,11,Help,Welcome,Hope,Immigrants ,Sad,Lost,Cheated,Losers,Hillary,Bernie,South,,,,,,,,,,3.12,119.014,121.064,12,Money,Bad,Uncaring,Votes,Immigrants,News,Embarrassing ,Trump,Change,Steal,Hitler,,,,,,,,,,3.764,99.303,120.91,11,Poor,Needy,Help,Free,Children,Government ,Money,WPA,Family,Food stamps,Parent,,,,,,,,,,5. Slightly conservative,Republican,,3,7. Government should let each person get ahead on their own,Female,New York,Illinois,English,,Protestant,,"Doctorate degree (For example: PhD, EdD)",,No,White,,Both parents born in the U.S.,"Yes, I agree",99
2/25/17 18:02,2/25/17 18:15,IP Address,68.190.248.238,100,759,TRUE,2/25/17 18:15,R_23deBoIvolzHHsM,,,,,33.83149719,-118.1847,anonymous,I understand and agree to proceed,,,,,1972,2.76,112.979,120.85,3,work,cohesive,fair,bureaucratic,slow,lagging,not innovative,strong,,,,,,,,,,,,,7.016,7.016,120.859,1,patriotism,liberty,speech,travel,bear arms,constitution,bill of rights,fight for what you believe in,strong military,,,,,,,,,,,,1.085,2.849,120.97,2,cultural,unions,equality,capitalism,outsourcing,hypocrites,positive,helpful,smart,innovative,,,,,,,,,,,4.119,119.218,121.046,2,greedy,white,racist,elderly,religious,creationism,selfish,partisan,segregationists,conservative,anti-gay,hateful,anti-abortionist,anti-woman,sexist,misogynists,,,,,2.671,98.235,120.892,2,help,poor,unemployed,jobless,money,poverty,helpless,uneducated,,,,,,,,,,,,,3. Slightly liberal,Independent,,6,3,Female,California,California,English,,Buddhist,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",77
2/25/17 18:06,2/25/17 18:19,IP Address,70.198.139.150,100,784,TRUE,2/25/17 18:19,R_xgRUAt4dIIYFxhT,,,,,38.27900696,-85.58589935,anonymous,I understand and agree to proceed,,,,,1991,4.056,36.268,120.709,10,Assistance,Fraud,Politics,Advantage,Power,People,Democrat,Republican,,,,,,,,,,,,,3.047,98.768,120.654,12,Money,Job,Promotion,Freedom,Wealth,Health,Family,Love,Luxuries,Home,Children,Politics,,,,,,,,,1.914,20.943,120.726,8,America,Freedom,People,Abortion,Employment,Money,Politics,,,,,,,,,,,,,,8.605,41.479,120.698,6,Politics,Leadership,People,America,,,,,,,,,,,,,,,,,2.193,76.821,120.701,13,Poor,Poverty,Food stamps,Medicaid,Medical card,Kids,Women,Children,Help,Unemployed,Low income,Family,,,,,,,,,Haven't thought much about this,No preference,,Haven't thought much about this,3,Female,Kentucky,Kentucky,English,,Spiritual but not religious,,Some college but no degree,,No,White,,Both parents born in the U.S.,"Yes, I agree",20
2/25/17 18:09,2/25/17 18:21,IP Address,104.162.179.145,100,734,TRUE,2/25/17 18:21,R_XuqATiKIdx7kTDj,,,,,40.72290039,-73.8423996,anonymous,I understand and agree to proceed,,,,,1974,1.922,83.171,120.619,21,Fiscal,Politics ,Democrats ,Republicans,Congress ,Judicial,Branches ,Federal,State,Agency,Workers,Oversight ,Politicians ,Corrupt,Democracy,Electoral,Voting ,House,Impeach,President ,1.864,118.985,120.586,21,Economy,Morals,Success ,Education ,Equality,Power,Fairness ,Control,Worker ,Democracy ,Constitution ,Freedom ,Pledge ,Allegiance ,Flag,Republic ,Nationalism,Indivisible ,Liberty ,Justice,4.502,117.705,120.584,20,People,Democracy,Government ,Politician ,Politics ,Political,Representation,Candidate ,Representative ,Underdog ,Powerless,Weak,Minority,Followers ,Rebellion ,Motivated ,Equality,Just,Justice,,0.491,119.47,120.605,15,Unfair,Corrupt,Politicians ,Majority,Evil,Unfeeling ,Ignorant ,Ethnocentric ,Divisible ,Political,Partial,Homophobic,Moguls,,,,,,,,2.013,96.635,120.646,17,Poor,Money,Benefit ,Funding ,Income,Poverty ,Assistance ,Aid,Housing ,Food,Government ,Agency,Being ,Help,Housing ,,,,,,6. Conservative,Democrat,,7. Government should provide many more services,3,Female,New York,New York,English,,Spiritual but not religious,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",65
